track_id,artist,album,track,album_track_seq,track_release_date
3TwtrR1yNLY1PMPsrGQpOp,Five For Fighting,America Town,Superman (It's Not Easy),3,2000-09-26
0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Rumours (Super Deluxe),Dreams - 2004 Remaster,2,1977-02-04
2DFRFqWNahKtFD112H2iEZ,The Flaming Lips,Yoshimi Battles The Pink Robots (U.S. Version),Do You Realize??,9,2002-05-13
4s0QpaeB5a3C9cxNGqPXxk,A Flock Of Seagulls,We Are The '80s,I Ran (So Far Away),1,1981
7vX5yphSQ7Drut4moiuIXv,Flogging Molly,Drunken Lullabies,Drunken Lullabies,1,2002-03-19
0pdKRp2sUthTPe7RLWpPqQ,flora cash,You're Somebody Else,You're Somebody Else,1,2018-06-19
1YLJVmuzeM2YSUkCCaTNUB,Florence + The Machine,Lungs (Deluxe Edition),Dog Days Are Over,1,2009
1zN6ynJG4PdR61YWv4PQ3Y,Flyleaf,Flyleaf,All Around Me,7,2006-01-01
4c9WmjVlQMr0s1IjbYO52Z,Foals,Holy Fire,My Number,3,2013-02-11
4MYb7NWLwXNDB7bYs3HeX8,Foghat,Slow Ride / Save Your Loving [For Me] [Digital 45],Slow Ride - 45 Version,1,1975
5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,The Colour And The Shape,Everlong,11,1997-05-20
1JLn8RhQzHz3qDqsChcmBl,Foreigner,Agent Provocateur,I Want to Know What Love Is - 1999 Remaster,3,1984-12-12
7w87IxuO7BDcJ3YUqCyMTT,Foster The People,Torches,Pumped Up Kicks,2,2011-05-23
27L8sESb3KR79asDUBu8nW,Fountains Of Wayne,Welcome Interstate Managers,Stacy's Mom,3,2003-01-01
1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,Who Loves You,"December, 1963 (Oh What a Night!)",6,1975
2IBJHglp50a8GxonbKrnPf,Frank Zappa,ZAPPAtite - Frank Zappa's Tastiest Tracks,Bobby Brown Goes Down,7,2016-05-27
2K22nUTdyr48JDwI5t906t,Frankie Goes To Hollywood,Welcome To The Pleasuredome,Relax,3,1984-10-20
1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,Who Loves You,"December, 1963 (Oh What a Night!)",6,1975
6ooluO7DiEhI1zmK94nRCM,Franz Ferdinand,Franz Ferdinand,Take Me Out,3,2004
5fVZC9GiM4e8vu99W0Xf6J,The Fray,How To Save A Life,How to Save a Life,3,2005-09-13
7klPHv3HnXdUY3dSfTccNc,Free Nationals,Free Nationals,Time,8,2019-12-13
26d8YSPkK1T9GTLE2ogIDq,Freddie Mercury,Never Boring,Living On My Own - No More Brothers Radio Mix,8,2019-10-11
74KI6d8jEM2zwOAo3luayU,Fuel,Sunburn,Shimmer,3,1997
7a86XRg84qjasly9f6bPSD,fun.,Some Nights,We Are Young (feat. Janelle Monáe),3,2012-02-21
2liDEMyPVzDDLXKUnyiznA,Funkadelic,Maggot Brain,Can You Get to That,2,1971-07-12
3fNf71Ktya4CYMqGM6eRud,Garbage,Garbage (20th Anniversary Deluxe Edition/Remastered),Stupid Girl,8,1995
63W11KVHDOpSlh3XMQ7qMg,Gary Glitter,The Replacements (Music From The Motion Picture),Rock And Roll Part II,14,2000-01-01
0xpBr84T3FTm9j4D1MdPtk,Genesis,Invisible Touch,Invisible Touch - 2007 Remaster,1,1986-06-09
0HUp7ipIDJvITTqizN6cxJ,Gene Vincent & His Blue Caps,Dance To The Bop,Be-Bop-A-Lula,6,2004-02-07
1mCbjsw8mwvHkeYACOZBoM,Gene Summers,"I Still Hate CD's: Norton Records 45 RPM Singles Collection, Vol. 2",Fancy Dan,2,2009-06-02
4Jn1rVpnfFfpuSBLDTNJv8,Gentle Giant,The Power and the Glory (Mixed by Steven Wilson),Proclamation,1,2014-07-18
0qdQUeKVyevrbKhAo0ibxS,George Harrison,All Things Must Pass (Remastered),My Sweet Lord - 2014 Mix,2,1970-11-27
4jDmJ51x1o9NZB5Nxxc7gY,George Michael,Ladies And Gentlemen... The Best Of George Michael,Careless Whisper,3,1998-11-09
6s0NHplywwr1IjnQpUpWJk,George Thorogood & The Destroyers,BAD TO THE BONE,Bad To The Bone,6,1982-01-01
5tORtBzHUAnNrIw5Ql3kHZ,The Georgia Satellites,Georgia Satellites,Keep Your Hands to Yourself,1,1986-09-16
4o7ZPI2fmEi3piRe0Hrfpy,Gin Blossoms,New Miserable Experience,Hey Jealousy,2,1992-01-01
6SHvqMjPEQqyJaxuEzNcr3,Girls Aloud,What Will The Neighbours Say?,Love Machine,2,2004-01-01
2N5zMZX7YeL1tico8oQxa9,Gnarls Barkley,St. Elsewhere,Crazy,2,2006-05-02
0PXw9NKvolWTo7U9JkNzmc,Glenn Frey,Above The Clouds - The Collection (Deluxe),"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",1,2018-04-27
44NRdYQw7P0GWuiunRv3hr,Godsmack,Faceless,I Stand Alone,5,2003-04-08
20aASiwfsbiLlaJxLiC0PQ,Golden Earring,Moontan,Radar Love,1,1973-01-01
5kz9GDBTX846OXwqWoyKzF,The Go-Go's,Beauty And The Beat,We Got The Beat,6,1981-01-01
6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Dizzy up the Girl,Iris,11,1998-09-11
0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,The Young and The Hopeless,The Anthem,2,2002-10-04
0d28khcov6AiegSCpG5TuT,Gorillaz,Demon Days,Feel Good Inc.,6,2005-05-23
4wCmqSrbyCgxEXROQE6vtV,Gotye,Making Mirrors,Somebody That I Used To Know,3,2011-01-01
1cU34sZG9kF4FYHCoAD0Ib,Grand Funk Railroad,30 Years Of Funk: 1969-1999 The Anthology,Some Kind Of Wonderful - Remastered 1999,3,1999-01-01
7LbfuQVct78YoghmoPtsQ8,Grateful Dead,Workingman's Dead,Casey Jones - 2013 Remaster,8,1970
7pkWZL0kA26s754CwyK0SH,Great White,Twice Shy,Once Bitten Twice Shy,9,1989-01-01
6L89mwZXSOwYl76YXfX13s,Green Day,Dookie,Basket Case,7,1994-02-01
6qsIvR5nOciPp7ci0M3NNj,Warren Haynes,All My Friends: Celebrating The Songs & Voice Of Gregg Allman,Will The Circle Be Unbroken - Live,26,2014-01-01
7aOor99o8NNLZYElOXlBG1,Greta Van Fleet,From The Fires,Highway Tune,5,2017-11-10
3LQPTJEqOfljGBxmpgUnoC,The Guess Who,American Woman,American Woman - Remastered,1,2000-07-10
7snQQk1zcKl8gZ92AnueZW,Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,9,1987-07-21
0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),4,2011-11-11
5Gu0PDLN4YJeW75PpBSg9p,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",1,2017-09-08
3gmEzilP9BzF45wIMvA16l,Halestorm,The Strange Case of... (Deluxe),I Miss the Misery,3,2012-04-09
4o6BgsqLIBViaGVbx5rbRk,Daryl Hall & John Oates,Voices,You Make My Dreams,8,1980
7lidXGPXPYLNThITAOTlkK,Halsey,Manic,You should be sad,4,2020-01-17
0lnxrQAd9ZxbhBBe7d8FO8,Hanson,Middle Of Nowhere,MMMBop,2,1997-01-01
2obblQ6tcePeOEVJV6nEGD,Harry Chapin,Verities & Balderdash,Cat's in the Cradle,1,1974
6MrILERJLA3Jcq0E9poZsp,Harry Nilsson,Nilsson Schmilsson,Without You,6,1971
3jjujdWJ72nww5eGnfs2E7,Harry Styles,Fine Line,Adore You,3,2019-12-13
7cz70nyRXlCJOE85whEkgU,Harvey Danger,Where Have All The Merrymakers Gone?,Flagpole Sitta,2,1997-01-01
73HSIWZlSCfs4tqVkrGv7H,Hawkwind,In Search Of Space,Silver Machine - Original Single Version; Live at the Roundhouse London; 1996 Remaster,8,1971
4KfSdst7rW39C0sfhArdrz,Heart,Little Queen,Barracuda,1,1977-05-14
3z6m2FukK7Vd5xYrjOLDLR,Herman's Hermits,Herman's Hermits Retrospective,I'm Into Something Good,1,1966-01-01
6xxXrNJnnsQNLdgNk8S4y8,The Hives,Veni Vidi Vicious,Hate To Say I Told You So,6,2000
2V4Bc2I962j7acQj1N0PiQ,Hole,Celebrity Skin,Celebrity Skin,1,1998-01-01
5UwbnHhjnbinJH8TefuQfN,The Hollies,Distant Light [1999 - Remaster] (1999 Remastered Version),Long Cool Woman (In a Black Dress) - 1999 Remaster,7,1971-10-08
1OFKUn2VLafrHj7ybnap0Q,Hootie & The Blowfish,Cracked Rear View,Only Wanna Be with You,4,1994-07-01
3TZwjdclvWt7iPJUnMpgcs,House Of Pain,House of Pain (Fine Malt Lyrics),Jump Around,2,1992-07-21
2olVm1lHicpveMAo4AUDRB,Huey Lewis & The News,Greatest Hits: Huey Lewis And The News,The Power Of Love,3,2006-01-01
3L7RtEcu1Hw3OXrpnthngx,The Human League,Dare!,Don't You Want Me,10,1981
3KG03fcha5gJBLyze9919W,Humble Pie,Smokin',30 Days In The Hole,6,1972-01-01
15BQ7vEDv2LJuh8TxWIhtd,Iggy Pop,Lust For Life,The Passenger,4,1977-08-29
0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Evolve,Believer,4,2017-06-23
7nnWIPM5hwE3DaUBkvOIpy,Incubus,Make Yourself,Drive,8,1999-10-26
5eU8qMd0TpaLqTGDZJaLDs,INXS,Kick,Need You Tonight,4,1987
41TqRBgF4Ahyr4vGmZVk8b,Iron Butterfly,Light and Heavy/The Best of...,In-A-Gadda-Da-Vida - Single Version,6,1993
1Ab3hhOw1TJWDgO10vlxNZ,Iron Maiden,Piece of Mind (2015 - Remaster),The Trooper - 2015 Remaster,5,1983-05-16
5c33j1xFVOL4G24zxYhssB,The Isley Brothers,This Old Heart Of Mine,This Old Heart Of Mine (Is Weak For You),3,1966
1covOzgqUCpWfsae6mbgqK,Izzy Stradlin,On Down the Road,sweet caress,4,2002-01-01
1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band,Freeze Frame,Centerfold,3,1981
1ynmMEK1fkyiZ6Z6F3ThEt,The J. Geils Band,Freeze Frame,Centerfold,3,1981
5ec60jot43VDKVDSyXGwaT,Jack Black,Hanukkah+,Oh Hanukkah,1,2019-11-22
3XToK0X499i9odkrDCG4FL,Jack Scott,Capitol Collectors Series,What in the World's Come Over You - Remastered 1990,1,2011-01-01
3T76zPJz3tWL27FrjJe2ot,Jack White,Lazaretto,Lazaretto,2,2014-06-06
5qyq1H5OPMlfuvZQ1wQNo7,Jackie Wilson,Higher And Higher,(Your Love Keeps Lifting Me) Higher & Higher,1,1967
3QcuZo6WLcFkqqLmDs0d95,Jackson Browne,Jackson Browne (Saturate Before Using),Doctor My Eyes,4,1972
6unbEwIdaDWpBCd7k7R6bI,The Samuel Jackson Five,Easily Misunderstood,Skinflick Dress Rehearsal,1,2005-12-01
4cZ3UsiKd1kUQIaq4BFIj2,Jack & Jack,A Good Friend Is Nice,No One Compares To You,1,2019-01-25
31JID2STTlLuFqXFWHyM8e,Jake Owen,Greetings From...Jake,Homemade,6,2019-03-29
0gdmDP6xy3ZV7JNoHWAN9k,The Jam,The Gift,Town Called Malice,10,1982-03-12
3LcYYV9ozePfgYYmXv0P3r,James Taylor,Sweet Baby James,Fire and Rain,7,1970
1Oewmmr12xuhgzvUJ9Q0cf,Jan & Dean,Surf City And Other Swingin' Cities,Surf City,1,2010-01-01
5j9PFsp0AceyYNc9lkmC42,Jana Kramer,Good Enough - Single,Good Enough,1,2019-08-23
7c1Dar0pIAW7w5TzaGjt9t,Jane's Addiction,Nothing's Shocking,Jane Says,9,1988-08-23
1GrikfH0jDejDvrxo84n4P,Janet Jackson,The Velvet Rope,Together Again,11,1997-10-07
4zoQ3EqopTIGmK2c2rPV5t,Jeff Beck,Blow By Blow,Cause We've Ended as Lovers,6,1975-03-29
4zoQ3EqopTIGmK2c2rPV5t,Jeff Beck,Blow By Blow,Cause We've Ended as Lovers,6,1975-03-29
3pRaLNL3b8x5uBOcsgvdqM,Jeff Buckley,Grace,Hallelujah,6,1994
4vpeKl0vMGdAXpZiQB2Dtd,Jefferson Airplane,Surrealistic Pillow,White Rabbit,10,1967
2RNd6VgxG19db0zs0M1C4Z,Jefferson Starship,Freedom At Point Zero,Jane,1,1979-11-01
4XoYeolVYTiddO9wZLXLgl,Jerry Garcia,Garcia,Sugaree,3,1972-01-20
5UvE5QlINnvEc7aFO14DVL,Jerry Lee Lewis,The Golden Rock Hits Of Jerry Lee Lewis,Great Balls Of Fire,3,1964-05-13
5UuikgHTxSRFRnC0zXx10i,Jethro Tull,Aqualung (Special Edition),Aqualung,1,1971-03-19
5oHHMDcVOmPSFrCgdbHPdb,Alan Jackson,34 Number Ones,It's Five O'Clock Somewhere,33,2010-11-19
6GG73Jik4jUlQCkKg9JuGO,Jimmy Eat World,Bleed American,The Middle,3,2001-07-17
2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,Electric Ladyland,All Along the Watchtower,15,1968-10-25
2aoo2jlRnM3A0NyLQqMN2f,Jimi Hendrix,Electric Ladyland,All Along the Watchtower,15,1968-10-25
2Im6bpRBekb6Pdm4xoM5WX,Jimmy Page,Outrider,Prison Blues,8,1988-01-01
4O0sGJdqpHMaWz7KoVd7tb,Joan Baez,Diamonds & Rust,Diamonds And Rust,1,1975-04-01
2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,1,1981-11-18
0YZ3J8xzGwLOg4yEgST1YK,Joe Cocker,With A Little Help From My Friends,With A Little Help From My Friends,9,1969-05-01
2wvMC5EyaaYQwBfiwwY2xE,Joe Walsh,"But Seriously, Folks...",Life's Been Good,8,1978-06-01
1sUTfgduT0WIQO8kXKXxLC,Jon Bon Jovi,Blaze Of Glory,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",3,1990-01-01
3gA8TGUUsfDJnG1q8BxKYV,John Deacon,Another Time Another Place,Hey Kenny,1,2004-01-01
39q7xibBdRboeMKUbZEB6g,John Denver,"The John Denver Collection, Vol 1: Take Me Home Country Roads","Take Me Home, Country Roads",1,1997-06-17
2iRfjwzPsooCskZrrlsgcC,John Fogerty,Centerfield - 25th Anniversary,Centerfield,7,2010-06-29
7pKfPomDEeI4TPT6EOYjn9,John Lennon,Imagine,Imagine - Remastered,1,1971-09-09
3bH4HzoZZFq8UpZmI2AMgV,John Mayer,New Light,New Light,1,2018-05-10
1yKah8BCP3Vgq2tPBOLKL0,John Mayall & The Bluesbreakers,Bluesbreakers,All Your Love - Stereo,13,1966-06-22
1yKah8BCP3Vgq2tPBOLKL0,John Mayall & The Bluesbreakers,Bluesbreakers,All Your Love - Stereo,13,1966-06-22
5NOITvzXKvrqsRqJz5FgIJ,Johnny Burnette,Johnny Burnette,You're Sixteen,1,1961-04-14
28cnXtME493VX9NOw9cIUh,Johnny Cash,American IV: The Man Comes Around,Hurt,2,2002-01-01
2soxUQx6rPfOk0kHNePbhq,Johnny Thunders,So Alone,You Can't Put Your Arms Round a Memory,2,1978
79l5JbcB7MVcjmYlvgq9KQ,JoJo Siwa,Boomerang,Boomerang,1,2016-05-06
4wNIkl5XGiAACjFBlDWuSd,Jonas Brothers,What A Man Gotta Do,What A Man Gotta Do,1,2020-01-17
6UkMcAA19lTdjs22jtB7o2,Joni Mitchell,Ladies Of The Canyon,Big Yellow Taxi,10,1970-03-01
4bHsxqR3GMrXTxEPLuK5ue,Journey,Escape,Don't Stop Believin',1,1981
1r8oPEXqnhUVgkUkJNqEuF,Joy Division,Substance,Love Will Tear Us Apart - 2010 Remaster,10,2010
2RaA6kIcvomt77qlIgGhCT,Judas Priest,British Steel,Breaking the Law,3,1980
2SPU97neddixGZ3wCMLAwx,Julian Lennon,Valotte,Too Late For Goodbyes,6,1984-01-01
41L3O37CECZt3N7ziG2z7l,Justin Bieber,Yummy,Yummy,1,2020-01-03
1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake,TROLLS (Original Motion Picture Soundtrack),"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",2,2016-09-23
0VhhaYztcRWc7PEjJCjr1g,Kaiser Chiefs,"Yours Truly, Angry Mob (Deluxe)",Ruby,1,2007-02-26
0y1QJc3SJVPKJ1OvFmFqe6,KALEO,A/B,Way Down We Go,2,2016-06-10
6zeE5tKyr8Nu882DQhhSQI,Kansas,Point Of Know Return,Dust in the Wind,7,1977
2QpGZOhTCHHiKmpSO9FW4h,Kanye West,JESUS IS KING,Follow God,3,2019-10-25
34x6hEJgGAOQvmlMql5Ige,Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Danger Zone - From ""Top Gun"" Original Soundtrack",5,1997-03-25
5KqldkCunQ2rWxruMEtGh0,Kenny Rogers,The Gambler,The Gambler,1,1978-01-01
1HOMkjp0nHMaTnfAkslCQj,The Knack,Get The Knack,My Sharona,7,1979-01-01
5rX6C5QVvvZB7XckETNych,Kid Rock,Rock N Roll Jesus,All Summer Long,3,2007-10-09
7oK9VyNzrYvRFo7nQEYkWN,The Killers,Hot Fuss,Mr. Brightside,2,2004-06-15
0odIT9B9BvOCnXfS0e4lB5,Kim Carnes,Mistaken Identity,Bette Davis Eyes,1,1981-01-01
0ntQJM78wzOLVeCUAW7Y45,Kings of Leon,Only By The Night,Sex on Fire,3,2008-09-23
0iA3xXSkSCiJywKyo1UKjQ,The Kingsmen,The Best of The Kingsmen,Louie Louie,1,2006-01-31
29SyMC0plk6qw8NMF7lfRL,The Kinks,Kinks,You Really Got Me - Mono Mix,7,1964-10-02
07q0QVgO56EorrSGHC48y3,KISS,Dynasty,I Was Made For Lovin' You,1,1979-03-23
6W21LNLz9Sw7sUSNWMSHRu,Korn,Follow The Leader,Freak On a Leash,2,1998-08-18
7jWbXvrgdbkajU8L28ahn5,The Highwaymen,Highwayman,Highwayman,1,1985-05-01
3z5ggGtcs4t8pizW521gW9,L7,Bricks Are Heavy,Pretend We're Dead,3,1992
0qkdE1C0ufnUISKwhg8Wh6,Lady Antebellum,Ocean,What If I Never Get Over You,1,2019-11-15
2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,A Star Is Born Soundtrack,Shallow,12,2018-10-05
2oV3mzorzJTZa3gmp8vAJl,Laura Nyro,Time And Love: The Essential Masters,Stoned Soul Picnic,9,1967
6Up545NUflOiXo8cEraH49,Lauren Daigle,Look Up Child,You Say,5,2018-09-07
5CQ30WqJwcep0pYcV4AMNc,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),Stairway to Heaven - Remaster,4,1971-11-08
45Ia1U4KtIjAPPU7Wv1Sea,Lenny Kravitz,Are You Gonna Go My Way,Are You Gonna Go My Way,1,1993-03-09
24LAeSVSHgnbvSsmgjBqZW,Liam Payne,LP1,Stack It Up (feat. A Boogie Wit da Hoodie),1,2019-12-06
0815caqt2Lytro5EIzMufT,Lifehouse,Lifehouse,You And Me,2,2005-03-22
3IV4swNduIRunHREK80owz,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Rollin' (Air Raid Vehicle),6,2000-10-17
3zxklD2EGecZre9MjEEvIU,Linda Ronstadt,Simple Dreams,Blue Bayou,6,1977
3KnjerEPMolLapVo2wdgz6,Lindsay Lohan,Speak,Rumors,12,2004-01-01
3bEECCaIejir3Amq4iTpCg,Link Wray,Link Wray,Fire And Brimstone,6,1971-01-01
60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),In the End,8,2000-10-24
43thLwzSasUUZEYjYPeJh3,Lita Ford,Lita,Close My Eyes Forever,9,1988-01-02
4drTFbY9KJIvllrqVcJvLi,Little Big Town,Nightfall,Next To You,1,2020-01-17
0jMyU6bO52IYhAEoWbT4K9,Little Feat,Sailin' Shoes,Willin',5,1972-01-01
2iXcvnD3d1gfLBum0cE5Eg,Little Richard,Here's Little Richard (Deluxe Edition),Tutti Frutti,1,2017-11-03
5e3YOg6fIkP0wD5TyxcHOH,Living Colour,Vivid (Expanded Edition),Cult of Personality,1,1988
07Oz5StQ7GRoygNLaXs2pd,Lizzo,Good as Hell (feat. Ariana Grande) [Remix],Good as Hell (feat. Ariana Grande) - Remix,1,2019-10-25
0ju1jP0cSPJ8tmojYBEI89,Loggins & Messina,The Best: Loggins & Messina Sittin' In Again,Danny's Song,9,1971
6qc34bnVOyqGDPni8H5W0U,Lonestar,Lonely Grill,Amazed,3,1999
2BY7ALEWdloFHgQZG6VMLA,Looking Glass,Looking Glass,Brandy (You're a Fine Girl),2,1972
02sENi9ULQ36x9mKo5B7XW,Conway Twitty,"Louisiana Woman, Mississippi Man","Louisiana Woman, Mississippi Man",1,1973-01-01
5p3JunprHCxClJjOmcLV8G,Lou Reed,Transformer,Walk On the Wild Side,5,1972-12-01
00Z0GIRi0l7WqQnQJCo5S2,Louis Tomlinson,Don't Let It Break Your Heart,Don't Let It Break Your Heart - Single Edit,1,2019-11-23
35k31HZI4z9PbBOioaI4dZ,Loverboy,Get Lucky,Working for the Weekend,1,1981
4L2K7JKseFCBoHMZEAszW0,Labrinth,Jealous,Jealous,1,2014-11-21
1udKn1oNKYQSQ9OmiIWCMu,The Lovin' Spoonful,Do you Believe In Magic,Do You Believe in Magic?,1,1965-11
6IvOCyrwW7VuCjQFCD7h7r,Lucy Hale,A Cinderella Story: Once Upon A Song (Original Motion Picture Soundtrack),Make You Believe,3,2011-09-06
3bMNprrp2JDKZsGbiXpsJl,Ludacris,Battle Of The Sexes (Deluxe),My Chick Bad,3,2010-01-01
3d8y0t70g7hw2FOWl9Z4Fm,The Lumineers,Cleopatra,Ophelia,2,2016-04-08
2EFmaS0hseF13XMk8ZdfK3,Lush Rain Creators,Rain,Summer Rain 2,12,2017-05-05
7kNNylJ1kswWbHeRM6UDuE,Manfred Mann's Earth Band,The Roaring Silence,Blinded By The Light,1,1976
09IStsImFySgyp0pIQdqAc,Zedd,The Middle,The Middle,1,2018-01-23
61X077SWMs5aAGQHhf4pd0,Billie Eilish,Bellyache (Marian Hill Remix),Bellyache - Marian Hill Remix,1,2017-05-05
7hoWkhuHv9b3jiCbxX1kMm,Marianne Faithfull,Rich Kid Blues,It's All Over Now Baby Blue,4,1985
2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,Memories,1,2019-09-20
4AlgqXQ5QA5bsNa6Nmchz7,The Marshall Tucker Band,Keeping The Love Alive,Can't You See,1,1997-01-01
4817x5vTdyiguUlzk5NAoO,Marty Wilde,Marty: A Lifetime In Music 1957-2019,A Teenager In Love,15,2019-06-07
6jX5mso4x00c1EiNMrTU9U,The Marvelettes,Please Mr. Postman,Please Mr. Postman,3,1961
2aIB1CdRRG7YLBu9hNw9nR,Marilyn Manson,Antichrist Superstar,The Beautiful People,2,1996
2KVwlelhxKUy8LVV6JypH3,Matchbox Twenty,Yourself Or Someone Like You,Push,4,1996-10-01
391CwgcBxvUHmEKda2b5In,Meat Loaf,Bat Out Of Hell II: Back Into Hell,I'd Do Anything For Love (But I Won't Do That) - Single Edit,2,1993
51TG9W3y9qyO8BY5RXKgnZ,Megadeth,Countdown To Extinction,Symphony Of Destruction,2,1992-07-14
0lVYRIVjK77Z6uG2GgM8Kl,MercyMe,Almost There,I Can Only Imagine,5,2001
10igKaIKsSB6ZnWxPxPvKO,Metallica,Metallica,Nothing Else Matters,8,1991-08-12
3ZZq9396zv8pcn5GYVhxUi,Men At Work,Business As Usual,Down Under,3,1981-11-09
1cLfXnBwTFuRngRZfQeLof,MC5,Kick Out The Jams (Live),Kick Out the Jams,2,1969
5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,Thriller 25 Super Deluxe Edition,Billie Jean,6,1982-11-30
3j84U36KvLeXNDPv4t5pI8,Mustard,Perfect Ten,Pure Water (with Migos),2,2019-06-28
1ru5R5iSawvuMELqKXxLjS,The Mighty Mighty Bosstones,Let's Face It,The Impression That I Get,4,1997-01-01
3UlWhHUTCSw2LvnQkmDEs8,Mike & The Mechanics,Beggar On A Beach of Gold,Over My Shoulder,5,1995-03-06
1MtUq6Wp1eQ8PC6BbPCj8P,Mike Posner,"At Night, Alone.",I Took A Pill In Ibiza - Seeb Remix,13,2016-05-06
5sTilpexj30JntuoFpTyxJ,Mike Sanchez,Women & Cadillacs,Women and Cadillacs,8,2003
0kPeZAyIhIfeZNrtfjJGDB,Miranda Lambert,Wildcard,Bluebird,8,2019-11-01
3G7tRC24Uh09Hmp1KZ7LQ2,The Monkees,More of The Monkees (Deluxe Edition),I'm a Believer - 2006 Remaster,12,1967-01-09
4D8uIY6Wzj7dJDaw0dW0UF,Montgomery Gentry,You Do Your Thing,Something to Be Proud Of,1,2004-05-18
6mpAOrpdrq5mJTGo8nrvSO,Montrose,Montrose,Rock Candy,6,1973
6L5BZEcZmD6RBJnimzlyKr,The Moody Blues,Days Of Future Passed (Deluxe Version),Nights In White Satin - Single Version / Mono Mix,16,1967-11-10
2j25bv2cpByJLaNZRKEBwR,Frank Zappa,Freak Out!,Trouble Every Day,12,1966-06-27
7GonnnalI2s19OCQO1J7Tf,Mötley Crüe,Dr. Feelgood,Kickstart My Heart,5,1989
6EPRKhUOdiFSQwGBRBbvsZ,Motörhead,Ace of Spades (Expanded Edition),Ace of Spades,1,1980-11-08
0WNGPpmWqzPnk0psUhJ3SX,Mott The Hoople,All The Young Dudes (Expanded Edition),All the Young Dudes,3,1972
4vO9dmzNRqDhFY3jD1a3P7,Mountain,Climbing!,Mississippi Queen,1,1970
5iDmsAvKVxhk6GDw3OGrj6,Mudhoney,Superfuzz Bigmuff: Deluxe Edition,Touch Me I'm Sick,1,2008-05-20
0hm8rgOY17z7kQJlqGKbu7,Mumford & Sons,Babel (Deluxe Version),I Will Wait,3,2012-09-25
4VqPOruhp5EdPBeR92t6lQ,Muse,The Resistance,Uprising,1,2009-09-10
5wQnmLuC1W7ATsArWACrgW,My Chemical Romance,The Black Parade,Welcome to the Black Parade,5,2006-10-23
4feXcsElKIVsGwkbnTHAfV,Frank Sinatra,The World We Knew,Somethin' Stupid,2,1967-08
0PDCewmZCp0P5s00bptcdd,Natalie Cole,Inseparable,This Will Be (An Everlasting Love),5,1975-01-01
1VPUpUwtbpoRVXt0txVU0w,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,S.O.B.,5,2015-08-21
1i5oEx2vFczQ2sCY3c6Kn5,Nazareth,Hair Of The Dog,Love Hurts,3,1975-01-01
4PpuH4mxL0rD35mOWaLoKS,N.E.R.D,NO ONE EVER REALLY DIES,Lemon,1,2017-12-15
6vOV8fmbk16LYgL2CQ64ih,New Riders of the Purple Sage,The Adventures Of Panama Red,Lonesome L.A. Cowboy,3,1973
1RSy7B2vfPi84N80QJ6frX,New Order,Singles (Remastered),Blue Monday - 2016 Remaster,5,2005-12-06
0eI19vR5WZ12fuYcEFUVkw,Newsboys,God's Not Dead,God's Not Dead (Like A Lion),2,2011-01-01
6brl7bwOHmGFkNw3MBqssT,Ne-Yo,In My Own Words,So Sick,3,2006-01-01
3cphb8kdsjElYR7r5icK3H,Niall Horan,Nice To Meet Ya,Nice To Meet Ya,1,2019-10-04
0gmbgwZ8iqyMPmXefof8Yf,Nickelback,Silver Side Up,How You Remind Me,2,2001-09-11
57trQKFZdJxHia4sMJioWk,Night Ranger,Midnight Madness,Sister Christian,4,1983-01-01
2oDqmfa2g8W893LlwJG1qu,Nine Inch Nails,The Downward Spiral,Closer,5,1994-01-01
5ghIJDpPoe3CfHMGu71E6T,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,1,1991-09-26
