track_id,artist,album,track,album_track_seq,track_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,11,1991-09-24,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4
5u1YbXeoLpDuunADJIxQpE,Jeff Russo,Fargo (An Original MGM / FXP Television Series),"Bemidji, MN (Fargo Series Main Theme)",1,2014-06-27,0.168,0.0956,2,-16.33,0,0.0377,0.929,0.956,0.584,0.0663,85.031,148147,3
1F1QmI8TMHir9SUFrooq5F,tobi lou,tobi lou and the Loop - EP,Buff Baby,2,2018-04-27,0.734,0.765,5,-6.047,1,0.0571,0.243,0.0,0.101,0.512,156.04,215385,4
34JSceioYPevZoZFxmXv6g,Alex Zurdo,¿Quién Contra Nosotros?,Mi Refugio,8,2018-08-17,0.643,0.873,0,-4.677,1,0.119,0.491,0.0,0.19,0.836,184.026,258880,4
34JSceioYPevZoZFxmXv6g,Alex Zurdo,¿Quién Contra Nosotros?,Mi Refugio,8,2018-08-17,0.643,0.873,0,-4.677,1,0.119,0.491,0.0,0.19,0.836,184.026,258880,4
34JSceioYPevZoZFxmXv6g,Alex Zurdo,¿Quién Contra Nosotros?,Mi Refugio,8,2018-08-17,0.643,0.873,0,-4.677,1,0.119,0.491,0.0,0.19,0.836,184.026,258880,4
34JSceioYPevZoZFxmXv6g,Alex Zurdo,¿Quién Contra Nosotros?,Mi Refugio,8,2018-08-17,0.643,0.873,0,-4.677,1,0.119,0.491,0.0,0.19,0.836,184.026,258880,4
1DXaXsT69EUS1aarFfBxMw,Tymek,Anioły i Demony,Anioły i Demony,1,2019-10-11,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,4
1DXaXsT69EUS1aarFfBxMw,Tymek,Anioły i Demony,Anioły i Demony,1,2019-10-11,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,4
1DXaXsT69EUS1aarFfBxMw,Tymek,Anioły i Demony,Anioły i Demony,1,2019-10-11,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,4
1DXaXsT69EUS1aarFfBxMw,Tymek,Anioły i Demony,Anioły i Demony,1,2019-10-11,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,4
1DXaXsT69EUS1aarFfBxMw,Tymek,Anioły i Demony,Anioły i Demony,1,2019-10-11,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,4
1DXaXsT69EUS1aarFfBxMw,Tymek,Anioły i Demony,Anioły i Demony,1,2019-10-11,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,4
1DXaXsT69EUS1aarFfBxMw,Tymek,Anioły i Demony,Anioły i Demony,1,2019-10-11,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,4
1DXaXsT69EUS1aarFfBxMw,Tymek,Anioły i Demony,Anioły i Demony,1,2019-10-11,0.772,0.672,4,-5.333,0,0.178,0.288,0.0,0.133,0.655,111.003,210811,4
